variant_label,replicate_index,qc_level,k10_total,frequency_rubric_mean,evidence_relevance_mean,hallucination,qc_overall_score,details,report_path,tier2_skipped_reason,raw_grader_response
LLM_b_gpt-oss,36,end_to_end,25,2.6,2.2,False,2.4,"Frequent fatigue and depressive mood dominate the journal, with moderate nervousness and restlessness. Evidence supports these themes, though several items lack direct excerpts. Frequency and relevance ratings indicate high distress from exhaustion and low mood; other symptoms appear less frequent. No hallucinations detected; the report accurately reflects diary content.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_020330.html,,"{  
  ""frequency_rubric_per_item"": [4,2,2,3,2,3,3,2,3,2],  
  ""frequency_rubric_mean"": 2.60,  
  ""evidence_relevance_per_item"": [5,1,1,1,1,5,5,1,1,1],  
  ""evidence_relevance_mean"": 2.20,  
  ""hallucination"": false,  
  ""details"": ""Frequent fatigue and depressive mood dominate the journal, with moderate nervousness and restlessness. Evidence supports these themes, though several items lack direct excerpts. Frequency and relevance ratings indicate high distress from exhaustion and low mood; other symptoms appear less frequent. No hallucinations detected; the report accurately reflects diary content.""}"
LLM_b_gpt-oss,36,rag_aware,25,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_020330.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,37,end_to_end,22,3.0,1.8,True,2.4,"The diary shows frequent feelings of fatigue, nervousness, and effortful tasks, with occasional sad or hopeless notes. Evidence is weak for most items, except nervousness and effort. Overall report is inconsistent with the journal and likely fabricated.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_020427.html,,"{
  ""frequency_rubric_per_item"": [5,5,2,2,3,2,5,2,2,2],
  ""frequency_rubric_mean"": 3.00,
  ""evidence_relevance_per_item"": [1,5,1,1,1,1,5,1,1,1],
  ""evidence_relevance_mean"": 1.80,
  ""hallucination"": true,
  ""details"": ""The diary shows frequent feelings of fatigue, nervousness, and effortful tasks, with occasional sad or hopeless notes. Evidence is weak for most items, except nervousness and effort. Overall report is inconsistent with the journal and likely fabricated.""
}"
LLM_b_gpt-oss,37,rag_aware,22,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_020427.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,38,end_to_end,30,3.6,3.7,False,3.65,"The diary shows frequent occurrences of fatigue, anxiety, restlessness, and depressive feelings, with strong evidence support for most items. Items related to feeling overwhelmed by effort and worthless have weaker evidence, suggesting limited coverage in the entries. Overall, the analysis reflects consistent distress while highlighting areas with ample evidence.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_020651.html,,"{
  ""frequency_rubric_per_item"": [4,5,4,3,4,3,2,3,4,4],
  ""frequency_rubric_mean"": 3.60,
  ""evidence_relevance_per_item"": [5,5,4,3,4,3,1,3,5,4],
  ""evidence_relevance_mean"": 3.70,
  ""hallucination"": false,
  ""details"": ""The diary shows frequent occurrences of fatigue, anxiety, restlessness, and depressive feelings, with strong evidence support for most items. Items related to feeling overwhelmed by effort and worthless have weaker evidence, suggesting limited coverage in the entries. Overall, the analysis reflects consistent distress while highlighting areas with ample evidence.""
}"
LLM_b_gpt-oss,38,rag_aware,30,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_020651.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,39,end_to_end,26,2.7,2.2,False,2.45,"The journal shows frequent fatigue and effort‑related strain, with moderate nervousness and restlessness. Symptoms of hopelessness, worthlessness, sadness and depression appear less often. Overall, energy levels seem consistently low, and coping strategies are noted but not pervasive.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_020818.html,,"{""frequency_rubric_per_item"":[4,3,2,2,3,2,4,2,2,3],""frequency_rubric_mean"":2.70,""evidence_relevance_per_item"":[5,5,1,1,1,1,5,1,1,1],""evidence_relevance_mean"":2.20,""hallucination"":false,""details"":""The journal shows frequent fatigue and effort‑related strain, with moderate nervousness and restlessness. Symptoms of hopelessness, worthlessness, sadness and depression appear less often. Overall, energy levels seem consistently low, and coping strategies are noted but not pervasive.""}"
LLM_b_gpt-oss,39,rag_aware,26,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_020818.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,40,end_to_end,32,2.7,2.5,False,2.6,"Report uses some valid diary cues for most items, yet mislabels evidence for a few, resulting in low relevance for those categories.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_020932.html,,"{
  ""frequency_rubric_per_item"": [4, 4, 2, 2, 3, 2, 3, 1, 4, 2],
  ""frequency_rubric_mean"": 2.70,
  ""evidence_relevance_per_item"": [4, 4, 1, 1, 4, 1, 1, 1, 4, 4],
  ""evidence_relevance_mean"": 2.50,
  ""hallucination"": false,
  ""details"": ""Report uses some valid diary cues for most items, yet mislabels evidence for a few, resulting in low relevance for those categories.""
}"
LLM_b_gpt-oss,40,rag_aware,32,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_020932.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,41,end_to_end,20,1.9,3.0,True,2.45,"The journal depicts frequent fatigue and nervousness, with occasional hypervigilance, but provides little evidence for restlessness, worthlessness, or sadness. The report contains unsupported claims, indicating misinformation.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_021027.html,,"{""frequency_rubric_per_item"":[4,4,2,1,1,1,2,1,2,1],""frequency_rubric_mean"":1.90,""evidence_relevance_per_item"":[5,5,5,1,1,1,5,1,5,1],""evidence_relevance_mean"":3.00,""hallucination"":true,""details"":""The journal depicts frequent fatigue and nervousness, with occasional hypervigilance, but provides little evidence for restlessness, worthlessness, or sadness. The report contains unsupported claims, indicating misinformation.""}"
LLM_b_gpt-oss,41,rag_aware,20,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_021027.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,42,end_to_end,26,2.4,3.0,False,2.7,"Frequent fatigue and intense nervousness dominate, with repeated reports of energy crashes, anxiety, hypervigilance, and effortful days. Depression is noted but less pervasive. Restlessness, worthlessness, and hopelessness appear minimal. The diary shows use of grounding, hydration, and structured breaks as coping strengths.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_021229.html,,"{
  ""frequency_rubric_per_item"": [4,4,4,1,1,1,3,4,1,1],
  ""frequency_rubric_mean"": 2.40,
  ""evidence_relevance_per_item"": [5,5,5,1,1,1,5,5,1,1],
  ""evidence_relevance_mean"": 3.00,
  ""hallucination"": false,
  ""details"": ""Frequent fatigue and intense nervousness dominate, with repeated reports of energy crashes, anxiety, hypervigilance, and effortful days. Depression is noted but less pervasive. Restlessness, worthlessness, and hopelessness appear minimal. The diary shows use of grounding, hydration, and structured breaks as coping strengths.""
}"
LLM_b_gpt-oss,42,rag_aware,26,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_021229.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,43,end_to_end,31,3.1,4.4,True,3.75,"The report omits concrete scores and leaves evidence gaps, so it appears partially fabricated. Core anxiety, fatigue and effort themes are noted, but the data presentation lacks consistency with the supplied diary.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_021333.html,,"{
  ""frequency_rubric_per_item"": [4,4,4,1,4,4,3,3,3,1],
  ""frequency_rubric_mean"": 3.00,
  ""evidence_relevance_per_item"": [5,5,5,2,5,5,5,5,5,2],
  ""evidence_relevance_mean"": 4.40,
  ""hallucination"": true,
  ""details"": ""The report omits concrete scores and leaves evidence gaps, so it appears partially fabricated. Core anxiety, fatigue and effort themes are noted, but the data presentation lacks consistency with the supplied diary.""
}"
LLM_b_gpt-oss,43,rag_aware,31,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_021333.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,44,end_to_end,24,2.2,2.4,False,2.3,"The report highlights frequent tiredness and effortful days, with mood‑related distress moderate and anxiety symptoms less common. Evidence for fatigue and effort is clear, though many items lack concrete citations. Overall, sleep‑related fatigue dominates, while social anxiety appears minimally reported, suggesting potential sleep regulation issues in the journal.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_021424.html,,"{
  ""frequency_rubric_per_item"": [4,2,1,1,2,1,4,3,3,1],
  ""frequency_rubric_mean"": 2.20,
  ""evidence_relevance_per_item"": [5,1,1,1,1,1,5,4,4,1],
  ""evidence_relevance_mean"": 2.40,
  ""hallucination"": false,
  ""details"": ""The report highlights frequent tiredness and effortful days, with mood‑related distress moderate and anxiety symptoms less common. Evidence for fatigue and effort is clear, though many items lack concrete citations. Overall, sleep‑related fatigue dominates, while social anxiety appears minimally reported, suggesting potential sleep regulation issues in the journal.""
}"
LLM_b_gpt-oss,44,rag_aware,24,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_021424.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,45,end_to_end,31,3.4,3.1,False,3.25,"Summary indicates several symptoms are prominent, especially tiredness, hypervigilance, low mood, and effort. Some items lack explicit support, lowering confidence for those. Overall, high‑frequency themes suggest persistent fatigue and anxiety, while evidence remains partially provided.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_021555.html,,"{
  ""frequency_rubric_per_item"": [4,5,1,1,5,4,4,1,4,5],
  ""frequency_rubric_mean"": 3.40,
  ""evidence_relevance_per_item"": [4,4,1,1,4,4,4,1,4,4],
  ""evidence_relevance_mean"": 3.10,
  ""hallucination"": false,
  ""details"": ""Summary indicates several symptoms are prominent, especially tiredness, hypervigilance, low mood, and effort. Some items lack explicit support, lowering confidence for those. Overall, high‑frequency themes suggest persistent fatigue and anxiety, while evidence remains partially provided.""
}"
LLM_b_gpt-oss,45,rag_aware,31,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_021555.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,46,end_to_end,28,2.6,2.6,False,2.6,"Restlessness, nervousness, and a persistent wired‑tired state appear frequently; depressive‑like low mood is present but less common, aligning with the noted anxiety–fatigue cycle.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_021809.html,,"{""frequency_rubric_per_item"":[4,4,1,1,4,3,1,1,3,4],""frequency_rubric_mean"":2.6,""evidence_relevance_per_item"":[4,4,1,1,4,3,1,1,3,4],""evidence_relevance_mean"":2.6,""hallucination"":false,""details"":""Restlessness, nervousness, and a persistent wired‑tired state appear frequently; depressive‑like low mood is present but less common, aligning with the noted anxiety–fatigue cycle.""}"
LLM_b_gpt-oss,46,rag_aware,28,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_021809.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,47,end_to_end,30,3.6,2.5,True,3.05,"The report omits evidence for most items and gives inconsistent frequencies; tiredness and nervousness are well supported, whereas hopelessness, worthlessness, and depressive nuance are scarcely referenced. The lack of concrete excerpts leads to low relevance scores. Overall brevity of evidence threatens validity, though prevalence of worry and fatigue is evident. The total K‑10 score appears arbitrary, likely hallucinated. A more thorough, evidence‑anchored assessment is necessary.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_021849.html,,"{
  ""frequency_rubric_per_item"": [5,5,3,3,4,3,4,1,4,4],
  ""frequency_rubric_mean"": 3.60,
  ""evidence_relevance_per_item"": [5,5,2,2,2,2,2,1,2,2],
  ""evidence_relevance_mean"": 2.30,
  ""hallucination"": true,
  ""details"": ""The report omits evidence for most items and gives inconsistent frequencies; tiredness and nervousness are well supported, whereas hopelessness, worthlessness, and depressive nuance are scarcely referenced. The lack of concrete excerpts leads to low relevance scores. Overall brevity of evidence threatens validity, though prevalence of worry and fatigue is evident. The total K‑10 score appears arbitrary, likely hallucinated. A more thorough, evidence‑anchored assessment is necessary.""
}"
LLM_b_gpt-oss,47,rag_aware,30,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_021849.html,rag_unavailable_or_empty,
